,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
384,surgut,61.25,73.42,-31.0,67,0,2.0,RU,1609746923
385,petropavlovsk-kamchatskiy,53.05,158.65,-6.0,48,100,2.0,RU,1609746923
386,porto walter,-8.27,-72.74,22.54,98,100,1.15,BR,1609746924
387,korla,41.76,86.15,-5.27,73,0,3.32,CN,1609746919
388,myanaung,18.28,95.32,31.06,39,21,3.0,MM,1609746924
389,iqaluit,63.75,-68.51,-23.0,69,75,3.6,CA,1609746924
390,parakai,-36.65,174.43,21.11,80,3,1.89,NZ,1609746924
391,leh,34.17,77.58,-5.7,75,11,0.53,IN,1609746925
392,yantzaza,-3.83,-78.76,18.28,84,100,0.41,EC,1609746925
393,culemborg,51.95,5.23,3.33,92,100,2.24,NL,1609746925
394,nelson bay,-32.72,152.15,25.0,100,75,4.1,AU,1609746925
395,omsukchan,62.53,155.8,-31.11,81,100,2.52,RU,1609746926
396,manokwari,-0.87,134.08,28.08,76,92,1.28,ID,1609746926
397,gogrial,8.53,28.1,32.51,20,5,3.37,SS,1609746926
398,kemijarvi,66.71,27.43,-9.75,95,0,0.7,FI,1609746926
399,bertoua,4.58,13.68,29.14,38,51,0.82,CM,1609746781
400,kenai,60.55,-151.26,-10.0,85,90,1.5,US,1609746927
401,udachnyy,66.42,112.4,-38.0,65,0,3.0,RU,1609746927
402,borgomanero,45.7,8.46,3.89,97,96,0.45,IT,1609746771
403,male,4.17,73.51,27.93,77,60,4.06,MV,1609746928
404,beringovskiy,63.05,179.32,-10.46,95,100,10.93,RU,1609746928
405,wenling,28.37,121.36,15.0,85,99,4.14,CN,1609746928
406,shahdadkot,27.85,67.91,23.07,18,0,1.39,PK,1609746928
407,shipunovo,52.16,82.22,-25.91,87,0,3.23,RU,1609746929
408,salumbar,24.13,74.05,19.0,77,75,1.5,IN,1609746683
409,itarema,-2.92,-39.92,25.38,84,92,4.75,BR,1609746929
410,labrea,-7.26,-64.8,21.96,97,47,1.01,BR,1609746929
411,rosarito,32.33,-117.03,12.0,87,1,2.57,MX,1609746929
412,sept-iles,50.2,-66.38,-3.0,73,100,3.1,CA,1609746930
413,balteni,46.67,27.62,8.0,100,90,2.6,RO,1609746930
414,oranjemund,-28.55,16.43,18.75,88,89,3.13,NA,1609746930
415,westport,41.14,-73.36,2.0,94,90,4.1,US,1609746664
416,trairi,-3.28,-39.27,25.29,86,66,3.62,BR,1609746747
417,buin,-33.73,-70.75,17.0,63,0,1.0,CL,1609746931
418,cedar city,37.68,-113.06,-3.0,79,1,2.1,US,1609746931
419,hun,29.13,15.95,13.47,77,100,6.03,LY,1609746931
420,alamosa,37.47,-105.87,-13.0,78,1,2.6,US,1609746931
421,crib point,-38.35,145.2,16.67,93,100,7.34,AU,1609746932
422,kalevala,65.2,31.17,-12.98,94,0,1.33,RU,1609746932
423,balkanabat,39.51,54.37,5.21,67,100,2.24,TM,1609746932
424,irece,-11.3,-41.86,19.11,89,99,3.8,BR,1609746904
425,basar,27.98,94.67,25.0,57,0,2.1,IN,1609746932
426,kysyl-syr,63.9,122.76,-40.29,79,100,2.05,RU,1609746933
427,moyale,3.52,39.06,25.69,38,60,3.84,KE,1609746933
428,kendari,-3.94,122.5,28.19,73,100,1.48,ID,1609746933
429,dulce nombre de culmi,15.1,-85.53,22.0,94,75,0.67,HN,1609746933
430,burnie,-41.07,145.92,16.17,80,100,2.98,AU,1609746933
431,wonthaggi,-38.6,145.59,16.67,93,100,6.02,AU,1609746934
432,rawlins,41.79,-107.24,-2.78,84,0,2.68,US,1609746934
433,loandjili,-4.76,11.86,27.0,83,20,2.1,CG,1609746834
434,kirakira,-10.45,161.92,27.9,74,100,2.61,SB,1609746934
435,bani walid,31.76,13.99,9.64,47,100,5.82,LY,1609746856
436,bilibino,68.05,166.44,-29.7,84,94,0.72,RU,1609746935
437,dunmore town,25.5,-76.65,24.13,75,5,3.31,BS,1609746935
438,poum,-20.23,164.02,27.94,79,100,2.95,NC,1609746935
439,huarmey,-10.07,-78.15,20.45,86,100,1.68,PE,1609746935
440,vostok,46.49,135.88,-24.28,91,100,2.0,RU,1609746935
441,partenit,44.58,34.34,10.81,70,100,2.94,UA,1609746936
442,novaky,48.71,18.53,5.56,87,57,1.66,SK,1609746936
443,baykit,61.67,96.37,-30.75,78,53,1.79,RU,1609746936
444,rognan,67.1,15.39,1.67,93,95,2.18,NO,1609746936
445,metro,-5.11,105.31,31.29,57,78,2.42,ID,1609746723
446,mezen,65.85,44.24,-17.07,93,60,2.42,RU,1609746937
447,cajaruro,-5.74,-78.43,22.81,80,100,0.44,PE,1609746937
448,barda,40.37,47.13,4.0,86,90,4.1,AZ,1609746937
449,nola,40.92,14.53,7.0,87,75,2.1,IT,1609746937
450,riyadh,24.69,46.72,15.0,62,75,2.6,SA,1609746931
451,kristiansund,63.11,7.73,-3.0,68,0,4.1,NO,1609746938
452,borba,-4.39,-59.59,22.41,97,100,0.7,BR,1609746938
453,sarahan,31.52,77.8,12.17,40,100,1.49,IN,1609746938
454,padang,-0.95,100.35,30.0,62,40,1.0,ID,1609746866
455,berbera,10.44,45.01,25.72,60,34,3.49,SO,1609746939
456,akyab,20.15,92.9,26.97,47,48,3.71,MM,1609746939
457,najran,17.49,44.13,19.0,45,0,3.6,SA,1609746939
458,torit,4.41,32.57,31.35,32,92,1.86,SS,1609746939
459,bonfim,3.08,-59.95,24.17,80,70,3.08,BR,1609746940
460,hay river,60.82,-115.8,-19.0,77,92,2.6,CA,1609746940
461,bacolod,10.67,122.95,27.58,79,100,2.43,PH,1609746940
462,gualeguay,-33.14,-59.31,18.84,71,100,3.29,AR,1609746940
463,tarata,-17.62,-66.02,15.0,82,75,2.1,BO,1609746941
464,pechenga,69.53,31.17,-14.0,84,0,4.1,RU,1609746941
465,ancud,-41.87,-73.82,10.0,81,0,5.1,CL,1609746941
466,mareeba,-17.0,145.43,26.0,94,90,5.7,AU,1609746941
467,uchiza,-8.46,-76.46,21.3,85,100,0.85,PE,1609746942
468,kutum,14.2,24.67,23.45,20,0,2.55,SD,1609746942
469,masallatah,32.62,14.0,9.36,53,0,8.3,LY,1609746942
470,biak,-0.91,122.88,27.92,75,98,1.14,ID,1609746942
471,asnaes,55.81,11.5,0.0,87,31,5.36,DK,1609746942
472,arkansas city,37.06,-97.04,0.0,90,1,1.9,US,1609746813
473,caravelas,-17.71,-39.25,23.72,87,100,2.49,BR,1609746943
474,roros,62.57,11.38,-26.0,75,19,0.63,NO,1609746943
475,juneau,58.3,-134.42,2.0,93,75,2.6,US,1609746722
476,port moresby,-9.44,147.18,31.0,70,40,5.1,PG,1609746943
477,fortuna,40.6,-124.16,14.44,76,90,9.8,US,1609746892
478,xiaolingwei,32.03,118.85,11.11,66,90,1.0,CN,1609746944
479,kwinana,-32.25,115.77,31.67,18,0,7.7,AU,1609746916
480,mandera,3.94,41.87,30.9,34,95,4.97,KE,1609746944
481,christchurch,-43.53,172.63,17.22,72,5,6.7,NZ,1609746944
482,obihiro,42.92,143.2,-6.0,44,20,1.5,JP,1609746945
483,nantucket,41.28,-70.1,5.56,86,90,6.7,US,1609746945
484,srandakan,-7.94,110.25,27.31,80,59,6.24,ID,1609746945
485,paita,-5.09,-81.11,19.74,82,100,4.01,PE,1609746945
486,khandyga,62.67,135.6,-45.97,75,72,0.2,RU,1609746945
487,requena,39.49,-1.1,0.0,75,39,1.34,ES,1609746946
488,krasnoarmeysk,51.02,45.7,-2.22,80,100,3.58,RU,1609746946
489,xunchang,28.45,104.72,11.05,50,20,2.18,CN,1609746946
490,sao felix do xingu,-6.64,-51.99,21.29,95,76,0.26,BR,1609746946
491,novokizhinginsk,51.61,109.59,-18.0,87,100,4.32,RU,1609746946
492,srednekolymsk,67.45,153.68,-28.13,88,100,2.61,RU,1609746947
493,lompoc,34.64,-120.46,10.0,93,75,1.5,US,1609746826
494,beauvais,49.42,2.0,2.0,93,90,3.6,FR,1609746947
495,lebork,54.54,17.75,1.67,90,90,5.1,PL,1609746947
496,concord,37.98,-122.03,10.56,93,75,0.46,US,1609746934
497,albury,-36.08,146.92,23.0,56,40,6.7,AU,1609746789
498,petelea,46.73,24.71,1.0,70,100,1.0,RO,1609746948
499,dolores hidalgo,21.16,-100.93,7.78,40,0,0.85,MX,1609746948
500,los angeles,34.05,-118.24,12.0,81,1,0.67,US,1609746904
501,narasannapeta,18.42,84.05,27.08,44,15,5.49,IN,1609746948
502,chapleau,47.84,-83.4,-2.69,97,94,4.59,CA,1609746949
503,jalu,29.03,21.55,20.39,25,99,8.17,LY,1609746949
504,tres lagoas,-20.75,-51.68,22.1,77,24,1.54,BR,1609746950
505,adelaide,-34.93,138.6,22.22,49,75,8.2,AU,1609746508
506,glen allen,37.67,-77.51,3.89,93,75,2.1,US,1609746704
507,agadir,30.42,-9.6,7.0,93,0,2.6,MA,1609746822
508,grants pass,42.44,-123.33,8.89,100,40,1.44,US,1609746950
509,general pico,-35.66,-63.76,20.43,54,100,3.02,AR,1609746951
510,ploemeur,47.73,-3.43,1.11,97,90,2.6,FR,1609746951
511,springs,-26.25,28.4,25.0,81,73,0.45,ZA,1609746951
512,sajanan,37.06,9.24,8.0,52,40,4.1,TN,1609746951
513,floro,61.6,5.03,-1.0,74,0,4.1,NO,1609746952
514,yar-sale,66.83,70.83,-29.05,86,41,6.01,RU,1609746952
515,taltal,-25.4,-70.48,17.06,79,68,1.52,CL,1609746620
516,contamana,-7.33,-75.02,23.04,93,100,1.35,PE,1609746952
517,talnakh,69.49,88.4,-16.0,84,90,3.0,RU,1609746952
518,bara,10.37,10.73,29.03,17,0,3.37,NG,1609746953
519,porto novo,6.5,2.6,28.31,74,1,3.0,BJ,1609746953
520,tura,25.52,90.22,25.78,41,68,1.5,IN,1609746953
521,burgos,42.34,-3.71,-3.0,100,90,3.6,ES,1609746953
522,amuntai,-2.42,115.25,30.59,67,67,1.06,ID,1609746953
523,bose,45.46,8.01,3.33,97,100,1.52,IT,1609746954
524,vincennes,48.85,2.43,2.78,93,90,3.1,FR,1609746954
525,kidal,18.44,1.41,23.05,19,0,2.84,ML,1609746954
526,bilma,18.69,12.92,26.86,15,0,3.37,NE,1609746954
527,coos bay,43.37,-124.22,13.33,81,90,3.1,US,1609746955
528,wuchi,29.38,103.02,1.69,85,87,2.14,CN,1609746955
529,willowmore,-33.29,23.49,27.72,42,8,3.35,ZA,1609746955
530,vila,42.03,-8.16,0.56,95,33,0.29,PT,1609746955
531,tianpeng,30.99,103.94,10.56,1,99,1.46,CN,1609746956
532,miedzyrzecz,52.44,15.58,1.67,100,90,2.6,PL,1609746956
533,pacific grove,36.62,-121.92,11.11,100,1,2.95,US,1609746956
534,zavyalovo,54.51,82.45,-28.0,75,0,1.0,RU,1609746957
535,pafos,34.77,32.42,18.0,55,20,2.6,CY,1609746935
536,mount gambier,-37.83,140.77,15.0,72,90,8.2,AU,1609746957
537,buchanan,5.88,-10.05,24.0,94,40,0.55,LR,1609746957
538,altagracia de orituco,9.86,-66.38,18.22,90,19,2.02,VE,1609746957
539,yarmouth,41.71,-70.23,5.0,86,90,5.7,US,1609746958
540,banska stiavnica,48.45,18.91,5.56,94,65,1.34,SK,1609746958
541,tank,32.22,70.38,19.29,29,41,2.47,PK,1609746958
542,egvekinot,66.32,-179.17,-22.36,87,3,7.83,RU,1609746958
543,hofn,64.25,-15.21,3.49,73,100,5.76,IS,1609746958
544,lyubech,51.7,30.66,2.32,92,100,5.12,UA,1609746959
545,mtimbira,-8.78,36.35,29.93,61,64,0.62,TZ,1609746959
546,blagoyevo,63.37,47.92,-16.5,93,78,2.5,RU,1609746959
547,tigil,57.8,158.67,-17.92,91,88,1.11,RU,1609746960
548,zhezkazgan,47.8,67.71,-20.06,88,100,5.51,KZ,1609746960
549,muswellbrook,-32.27,150.9,23.31,71,100,1.89,AU,1609746960
550,elko,41.0,-115.5,-1.0,86,20,3.1,US,1609746960
551,ca mau,9.18,105.15,29.64,61,99,3.77,VN,1609746961
552,tevaitoa,-16.78,-151.5,27.48,75,41,8.53,PF,1609746961
553,belaya gora,68.53,146.42,-32.89,84,100,1.01,RU,1609746961
554,litovko,49.24,135.17,-21.5,67,0,2.52,RU,1609746961
555,kuzino,57.02,59.44,-11.2,95,99,2.44,RU,1609746962
556,bilina,50.55,13.78,1.67,99,100,3.13,CZ,1609746962
557,nakusp,50.25,-117.8,2.0,91,89,1.0,CA,1609746962
558,nushki,29.55,66.02,9.07,42,0,1.98,PK,1609746962
559,shahrud,36.42,54.98,3.9,68,100,4.41,IR,1609746963
560,misawa,40.68,141.36,-3.0,68,40,7.2,JP,1609746963
561,tlmace,48.29,18.53,7.78,98,92,4.4,SK,1609746963
562,lakes entrance,-37.88,147.98,20.0,87,100,0.45,AU,1609746963
563,rockport,28.02,-97.05,16.11,82,1,3.1,US,1609746964
